type,part_of_speech,source_section,line,english,japanese,explanation,example_1_en,example_1_ja,example_2_en,example_2_ja,review_status
word,noun,travelWordsExpanded,2581,travel plan,旅行計画,,,,,,noun_no_example
word,noun,travelWordsExpanded,2582,packing list,持ち物リスト,,,,,,noun_no_example
word,noun,travelWordsExpanded,2583,comfortable shoes,歩きやすい靴,,,,,,noun_no_example
word,noun,travelWordsExpanded,2584,spare clothes,着替え,,,,,,noun_no_example
word,noun,travelWordsExpanded,2585,travel bottle,携帯用ボトル,,,,,,noun_no_example
word,noun,travelWordsExpanded,2586,guide map,案内図,,,,,,noun_no_example
word,noun,travelWordsExpanded,2587,ticket line,切符待ちの列,,,,,,noun_no_example
word,noun,travelWordsExpanded,2588,admission counter,入場窓口,,,,,,noun_no_example
word,noun,travelWordsExpanded,2589,weekend crowd,週末の混雑,,,,,,noun_no_example
word,noun,travelWordsExpanded,2590,peak season,繁忙期,,,,,,noun_no_example
word,noun,travelWordsExpanded,2591,off season,閑散期,,,,,,noun_no_example
word,noun,travelWordsExpanded,2592,souvenir bag,お土産袋,,,,,,noun_no_example
word,noun,travelWordsExpanded,2594,carry case,持ち運びケース,,,,,,noun_no_example
word,noun,travelWordsExpanded,2595,local guide,現地ガイド,,,,,,noun_no_example
word,noun,travelWordsExpanded,2596,tour schedule,観光日程,,,,,,noun_no_example
word,noun,travelWordsExpanded,2597,rain cover,雨よけカバー,,,,,,noun_no_example
word,noun,travelWordsExpanded,2598,travel pillow,旅行用まくら,,,,,,noun_no_example
word,noun,travelWordsExpanded,2599,neck pillow,ネックピロー,,,,,,noun_no_example
word,noun,travelWordsExpanded,2600,hand towel,ハンドタオル,,,,,,noun_no_example
word,noun,travelWordsExpanded,2601,coin purse,小銭入れ,,,,,,noun_no_example
word,noun,travelWordsExpanded,2602,hotel voucher,宿泊バウチャー,,,,,,noun_no_example
word,noun,travelWordsExpanded,2603,reservation email,予約確認メール,,,,,,noun_no_example
word,noun,travelWordsExpanded,2604,confirmation slip,確認票,,,,,,noun_no_example
word,noun,travelWordsExpanded,2605,platform ticket,入場券,,,,,,noun_no_example
word,noun,travelWordsExpanded,2606,ticket inspector,車掌 / 改札係,,,,,,noun_no_example
word,noun,travelWordsExpanded,2607,arrival platform,到着ホーム,,,,,,noun_no_example
word,noun,travelWordsExpanded,2608,departure platform,出発ホーム,,,,,,noun_no_example
word,noun,travelWordsExpanded,2609,seat number,座席番号,,,,,,noun_no_example
word,noun,travelWordsExpanded,2610,window side,窓側,,,,,,noun_no_example
word,noun,travelWordsExpanded,2611,aisle side,通路側,,,,,,noun_no_example
word,noun,travelWordsExpanded,2612,middle seat,中央席,,,,,,noun_no_example
word,noun,travelWordsExpanded,2613,boarding line,搭乗待ちの列,,,,,,noun_no_example
word,noun,travelWordsExpanded,2614,security area,保安区域,,,,,,noun_no_example
word,noun,travelWordsExpanded,2615,arrival lounge,到着ラウンジ,,,,,,noun_no_example
word,noun,travelWordsExpanded,2616,baggage cart,荷物カート,,,,,,noun_no_example
word,noun,travelWordsExpanded,2617,airport hotel,空港ホテル,,,,,,noun_no_example
word,noun,travelWordsExpanded,2618,hotel entrance,ホテル入口,,,,,,noun_no_example
word,noun,travelWordsExpanded,2619,late-night check-in,深夜チェックイン,,,,,,noun_no_example
word,noun,travelWordsExpanded,2620,early-morning flight,早朝便,,,,,,noun_no_example
word,noun,travelWordsExpanded,2621,travel pass,周遊パス,,,,,,noun_no_example
word,noun,travelWordsExpanded,2622,seat map,座席表,,,,,,noun_no_example
word,noun,travelWordsExpanded,2623,route search,経路検索,,,,,,noun_no_example
word,noun,travelWordsExpanded,2624,transfer guide,乗換案内,,,,,,noun_no_example
word,noun,travelWordsExpanded,2625,travel route,旅行ルート,,,,,,noun_no_example
word,noun,travelWordsExpanded,2626,day trip,日帰り旅行,,,,,,noun_no_example
word,noun,travelWordsExpanded,2627,night bus,夜行バス,,,,,,noun_no_example
word,noun,travelWordsExpanded,2628,express bus,高速バス,,,,,,noun_no_example
word,noun,travelWordsExpanded,2629,ferry terminal,フェリー乗り場,,,,,,noun_no_example
word,noun,travelWordsExpanded,2630,boat ride,船旅 / 船に乗ること,,,,,,noun_no_example
word,noun,travelWordsExpanded,2631,water taxi,水上タクシー,,,,,,noun_no_example
word,noun,travelWordsExpanded,2632,bike rental,自転車レンタル,,,,,,noun_no_example
word,noun,travelWordsExpanded,2633,rental counter,貸出カウンター,,,,,,noun_no_example
word,noun,travelWordsExpanded,2634,return point,返却場所,,,,,,noun_no_example
word,noun,travelWordsExpanded,2635,public restroom,公衆トイレ,,,,,,noun_no_example
word,noun,travelWordsExpanded,2636,baby room,授乳室 / ベビールーム,,,,,,noun_no_example
word,noun,travelWordsExpanded,2637,family restroom,多目的トイレ,,,,,,noun_no_example
word,noun,travelWordsExpanded,2638,rest area,休憩所,,,,,,noun_no_example
word,noun,travelWordsExpanded,2639,waiting room,待合室,,,,,,noun_no_example
word,noun,travelWordsExpanded,2640,information board,案内板,,,,,,noun_no_example
word,noun,travelWordsExpanded,2641,city tour,市内観光,,,,,,noun_no_example
word,noun,travelWordsExpanded,2642,walking tour,徒歩ツアー,,,,,,noun_no_example
word,noun,travelWordsExpanded,2643,bus tour,観光バスツアー,,,,,,noun_no_example
word,noun,travelWordsExpanded,2644,tour ticket,ツアーチケット,,,,,,noun_no_example
word,noun,travelWordsExpanded,2645,entry ticket,入場チケット,,,,,,noun_no_example
word,noun,travelWordsExpanded,2646,museum shop,ミュージアムショップ,,,,,,noun_no_example
word,noun,travelWordsExpanded,2647,temple bell,寺の鐘,,,,,,noun_no_example
word,noun,travelWordsExpanded,2648,photo pass,撮影パス,,,,,,noun_no_example
word,noun,travelWordsExpanded,2649,viewing area,見学エリア,,,,,,noun_no_example
word,noun,travelWordsExpanded,2650,crowded season,混む時期,,,,,,noun_no_example
word,noun,travelWordsExpanded,2651,rainy season,雨季,,,,,,noun_no_example
word,noun,travelWordsExpanded,2652,hot spring,温泉,,,,,,noun_no_example
word,noun,travelWordsExpanded,2653,local bus,路線バス,,,,,,noun_no_example
word,noun,travelWordsExpanded,2654,bus stop sign,バス停表示,,,,,,noun_no_example
word,noun,travelWordsExpanded,2656,arrival board,到着案内板,,,,,,noun_no_example
word,noun,travelWordsExpanded,2658,train delay,電車の遅れ,,,,,,noun_no_example
word,noun,travelWordsExpanded,2659,service suspension,運休,,,,,,noun_no_example
word,noun,travelWordsExpanded,2660,late checkout fee,延長料金,,,,,,noun_no_example
word,noun,travelWordsExpanded,2661,check-in counter,チェックインカウンター,,,,,,noun_no_example
word,noun,travelWordsExpanded,2662,checkout counter,チェックアウト窓口,,,,,,noun_no_example
word,noun,travelWordsExpanded,2663,lobby lounge,ロビーラウンジ,,,,,,noun_no_example
word,noun,travelWordsExpanded,2664,room rate,宿泊料金,,,,,,noun_no_example
word,noun,travelWordsExpanded,2665,extra charge,追加料金,,,,,,noun_no_example
word,noun,travelWordsExpanded,2666,tap water safety,水道水の安全性,,,,,,noun_no_example
word,noun,travelWordsExpanded,2667,drink order,飲み物の注文,,,,,,noun_no_example
word,noun,travelWordsExpanded,2668,food allergy,食物アレルギー,,,,,,noun_no_example
word,noun,travelWordsExpanded,2669,table charge,席料,,,,,,noun_no_example
word,noun,travelWordsExpanded,2670,kitchen closing time,ラストオーダー時間,,,,,,noun_no_example
word,noun,travelWordsExpanded,2671,lost baggage,紛失した手荷物,,,,,,noun_no_example
word,noun,travelWordsExpanded,2672,lost phone,なくした携帯電話,,,,,,noun_no_example
word,noun,travelWordsExpanded,2673,travel schedule,旅行日程,,,,,,noun_no_example
word,noun,travelWordsExpanded,2674,travel companion,旅行仲間,,,,,,noun_no_example
word,noun,travelWordsExpanded,2675,return flight,復路便,,,,,,noun_no_example
phrase,phrase,legacyPhrases,33,How are you?,お元気ですか,相手の体調や近況をたずねる定番のあいさつです。会話の最初に使いやすく、親しい相手にも初対面にも幅広く使えます。,,,,,phrase
phrase,phrase,legacyPhrases,34,I am fine.,元気です,体調や気分を聞かれたときの基本的な返答です。短く答えたいときは I'm fine. の形で自然に使えます。,,,,,phrase
phrase,phrase,legacyPhrases,35,Nice to meet you.,はじめまして,初対面のあいさつで使う定番表現です。自己紹介の直後に添えると自然で丁寧な印象になります。,,,,,phrase
phrase,phrase,legacyPhrases,36,Thank you very much.,どうもありがとうございます,感謝をしっかり伝えたいときの表現です。Thank you. より丁寧で、店員や目上の相手にも使いやすいです。,,,,,phrase
phrase,phrase,legacyPhrases,37,You're welcome.,どういたしまして,相手に感謝されたときの基本的な返答です。会話をやわらかく締めるときに便利です。,,,,,phrase
phrase,phrase,legacyPhrases,38,Excuse me.,すみません,呼びかけ、軽い謝罪、通してもらうときなど幅広く使える万能表現です。まず相手の注意を引きたいときに使います。,,,,,phrase
phrase,phrase,legacyPhrases,39,I'm sorry.,ごめんなさい,自分の非を認めて謝るときの基本表現です。Excuse me. より謝罪の意味が強い場面で使います。,,,,,phrase
phrase,phrase,legacyPhrases,40,No problem.,大丈夫です,謝られたりお願いされたりしたときに、気にしなくてよいことを伝える表現です。くだけすぎず日常会話で使いやすいです。,,,,,phrase
phrase,phrase,legacyPhrases,41,Please help me.,手伝ってください,困っていて助けが必要なときに直接伝える表現です。緊急時にも通じやすい短い言い方です。,,,,,phrase
phrase,phrase,legacyPhrases,42,I don't know.,わかりません,答えがわからないときに使う基本表現です。無理に答えられない場面で自然に使えます。,,,,,phrase
phrase,phrase,legacyPhrases,43,I understand.,わかりました,説明を理解したことを伝える表現です。相手の話を受け止めたことを示すのに便利です。,,,,,phrase
phrase,phrase,legacyPhrases,44,Could you say that again?,もう一度言ってもらえますか,聞き取れなかった内容を丁寧に言い直してもらう表現です。会話を止めすぎずに確認できます。,,,,,phrase
phrase,phrase,legacyPhrases,45,Please speak slowly.,ゆっくり話してください,相手の話す速度が速いときにペースを落としてもらう表現です。英語に不慣れなことを自然に伝えられます。,,,,,phrase
phrase,phrase,legacyPhrases,46,What does this mean?,これはどういう意味ですか,言葉や表示の意味をたずねる表現です。この this には単語、文、標識など幅広い対象を置けます。,,,,,phrase
phrase,phrase,legacyPhrases,47,How much is this?,これはいくらですか,値段を聞くときの基本表現です。商品を指しながら言うだけで通じやすいので買い物で非常に便利です。,,,,,phrase
phrase,phrase,legacyPhrases,48,I would like this.,これをください,欲しいものを指して伝える表現です。注文や買い物で丁寧に希望を伝えたいときに使えます。,,,,,phrase
phrase,phrase,legacyPhrases,49,Where is the station?,駅はどこですか,目的地の場所をたずねる基本表現です。station を restroom や bus stop など別の名詞に置き換えて応用できます。,,,,,phrase
phrase,phrase,legacyPhrases,50,Where is the restroom?,トイレはどこですか,場所を聞く定番表現で、旅行中にも非常に使用頻度が高いです。急いでいるときでも短くはっきり伝わります。,,,,,phrase
phrase,phrase,legacyPhrases,51,Can I sit here?,ここに座ってもいいですか,席を使ってよいか確認する表現です。人の近くに座る前に言うと丁寧です。,,,,,phrase
phrase,phrase,legacyPhrases,52,Can I use Wi-Fi here?,ここでWi-Fiは使えますか,店や施設でネット接続の有無を確認する表現です。旅行者には特に実用的なフレーズです。,,,,,phrase
phrase,phrase,legacyPhrases,59,Could you recommend something popular?,人気のあるものをおすすめしてもらえますか,店員や現地の人に定番を聞きたいときの表現です。something popular によって「人気のもの」という幅広い聞き方ができます。,,,,,phrase
phrase,phrase,legacyPhrases,60,I have a reservation under this name.,この名前で予約しています,ホテルやレストランで予約を伝える定番表現です。under this name は「この名前で」という予約確認の言い回しです。,,,,,phrase
phrase,phrase,legacyPhrases,61,Can I change my order?,注文を変更できますか,注文内容を修正したいときに使う表現です。レストランだけでなくオンライン注文の確認でも使えます。,,,,,phrase
phrase,phrase,legacyPhrases,62,I'd like to pay by card.,カードで支払いたいです,支払い方法を伝える自然な表現です。by card を by cash に替えると現金払いにも応用できます。,,,,,phrase
phrase,phrase,legacyPhrases,63,Could you make it a little less spicy?,少し辛さを控えてもらえますか,料理の味つけをやわらかく調整してもらいたいときの表現です。less spicy の形で辛さを下げたいことを伝えます。,,,,,phrase
phrase,phrase,legacyPhrases,64,I'm on my way now.,今向かっています,待ち合わせ相手に現在移動中だと伝えるときの表現です。到着が近いことを自然に伝えられます。,,,,,phrase
phrase,phrase,legacyPhrases,65,I might be a little late.,少し遅れるかもしれません,時間に遅れそうなときに早めに連絡する表現です。might を使うことで断定せず柔らかく伝えられます。,,,,,phrase
phrase,phrase,legacyPhrases,66,Can we meet somewhere else?,別の場所で会えますか,待ち合わせ場所を変更したいときの表現です。somewhere else で「ほかのどこか」という自然な言い回しになります。,,,,,phrase
phrase,phrase,legacyPhrases,67,Please let me know when you arrive.,着いたら知らせてください,相手の到着連絡をお願いする表現です。待ち合わせや荷物の受け取り時によく使います。,,,,,phrase
phrase,phrase,legacyPhrases,68,That sounds like a good idea.,それはよさそうですね,提案に対して前向きに反応するときの自然な表現です。完全に確定ではなく、好意的に受け止めるニュアンスがあります。,,,,,phrase
phrase,phrase,legacyPhrases,69,Could you give me a hand?,手を貸してもらえますか,give me a hand は「手伝う」という意味の口語表現です。重い物を持つときや作業を少し助けてほしいときに使います。,,,,,phrase
phrase,phrase,legacyPhrases,70,I'm not used to this yet.,まだこれに慣れていません,not used to で「〜に慣れていない」という状態を表します。新しい仕事や環境に慣れていないことを自然に伝えられます。,,,,,phrase
phrase,phrase,legacyPhrases,71,How long does it take from here?,ここからどのくらいかかりますか,所要時間をたずねる表現です。徒歩、車、電車など移動手段を問わず使える便利な聞き方です。,,,,,phrase
phrase,phrase,legacyPhrases,72,Do I need to transfer?,乗り換えは必要ですか,電車やバスの移動中に使う実用的な表現です。transfer は交通機関の「乗り換え」を指します。,,,,,phrase
phrase,phrase,legacyPhrases,73,Can I leave my luggage here?,ここに荷物を置いてもいいですか,ホテルや店で荷物を預けたいときの表現です。leave はこの場合「置いていく、預ける」の意味です。,,,,,phrase
phrase,phrase,legacyPhrases,74,I'm just looking around.,見ているだけです,店員に話しかけられたときによく使う表現です。買うかどうか決めていない状態をやわらかく伝えられます。,,,,,phrase
phrase,phrase,legacyPhrases,75,"Could I get a receipt, please?",領収書をもらえますか,支払い後にレシートや領収書をお願いする表現です。ビジネスでも旅行でも使用頻度が高いです。,,,,,phrase
phrase,phrase,legacyPhrases,76,Could you explain it in simple words?,簡単な言葉で説明してもらえますか,難しい説明をもっとわかりやすくしてほしいときの表現です。学習中の会話で特に便利です。,,,,,phrase
phrase,phrase,legacyPhrases,77,I'm looking forward to it.,楽しみにしています,未来の予定を前向きに待っていることを伝える定番表現です。会話でもメールでも使えます。,,,,,phrase
phrase,phrase,legacyPhrases,78,Can we split the bill?,割り勘にできますか,レストランで会計を分けたいときの定番表現です。split the bill で「勘定を分ける」という意味になります。,,,,,phrase
phrase,phrase,legacyPhrases,85,"From my point of view, this is the best option.",私の見方ではこれが最善の選択です,From my point of view は「私の観点では」という前置きで、自分の意見だと示しつつ丁寧に主張できます。,,,,,phrase
phrase,phrase,legacyPhrases,86,I'm not completely convinced yet.,まだ完全には納得していません,相手を強く否定せずに懸念を示す表現です。completely を使うことで「一部は理解しているが十分ではない」と伝えられます。,,,,,phrase
phrase,phrase,legacyPhrases,87,That makes sense to me.,それは筋が通っていると思います,相手の説明が理解でき、納得できるときの表現です。会話を前向きに進めるクッションにもなります。,,,,,phrase
phrase,phrase,legacyPhrases,88,I see where you're coming from.,言いたいことはわかります,直訳ではなく、相手の立場や発想を理解したときに使う慣用表現です。全面同意ではなく理解を示すときに便利です。,,,,,phrase
phrase,phrase,legacyPhrases,89,Let me think it through for a moment.,少し整理して考えさせてください,think it through は「最後までしっかり考える」という意味です。即答を避け、丁寧に時間をもらいたいときに使います。,,,,,phrase
phrase,phrase,legacyPhrases,90,Could we go over the details once more?,詳細をもう一度確認できますか,go over は「見直す、確認する」という意味で、内容を再点検したいときに便利な表現です。,,,,,phrase
phrase,phrase,legacyPhrases,91,We should take that possibility into account.,その可能性も考慮すべきです,take A into account で「Aを考慮に入れる」という意味です。議論で抜けている視点を足すときに使います。,,,,,phrase
phrase,phrase,legacyPhrases,92,I'd rather not make a quick decision.,性急に決めたくはありません,I'd rather not は「できれば〜したくない」という丁寧な断り方です。慎重に進めたい姿勢を示せます。,,,,,phrase
phrase,phrase,legacyPhrases,93,Could you be a bit more specific?,もう少し具体的に言ってもらえますか,specific は「具体的な」という意味です。抽象的な説明を深掘りしたいときによく使います。,,,,,phrase
phrase,phrase,legacyPhrases,94,I don't want to jump to conclusions.,早合点はしたくありません,jump to conclusions は「十分な情報なしに結論を急ぐ」という意味の熟語です。慎重な姿勢を示すときに使います。,,,,,phrase
phrase,phrase,legacyPhrases,95,Let's take a step back for a second.,少し立ち止まって考えましょう,議論が細かくなりすぎたときに、一度視点を引いて整理したいときの表現です。,,,,,phrase
phrase,phrase,legacyPhrases,96,There seems to be a misunderstanding.,誤解があるようです,直接的に相手を責めず、状況として誤解が起きていることを示す言い方です。,,,,,phrase
phrase,phrase,legacyPhrases,97,I appreciate your honesty.,率直に話してくれて感謝します,率直な意見や厳しい指摘を受けたときでも前向きに受け止める表現です。関係を保ちながら会話できます。,,,,,phrase
phrase,phrase,legacyPhrases,98,This could cause problems later on.,これは後で問題になるかもしれません,later on は「この先で、その後に」という意味です。今は小さく見える問題の将来リスクを指摘するときに使います。,,,,,phrase
phrase,phrase,legacyPhrases,99,I want to make sure we're on the same page.,認識をそろえておきたいです,on the same page は「同じ理解をしている」という意味の慣用表現です。会議や打ち合わせで非常によく使います。,,,,,phrase
phrase,phrase,legacyPhrases,100,We need to strike a balance.,バランスを取る必要があります,strike a balance は「ちょうどよいバランスを見つける」という意味の表現で、複数の要素の調整時に使われます。,,,,,phrase
phrase,phrase,legacyPhrases,107,Could we schedule a meeting for next week?,来週ミーティングを設定できますか,schedule a meeting は会議日程を入れる定番表現です。next week を変えるだけで日時調整に広く使えます。,,,,,phrase
phrase,phrase,legacyPhrases,108,Thank you for your quick response.,迅速なご返信ありがとうございます,メールの冒頭で非常によく使うお礼表現です。quick response により返答の速さへの感謝が明確になります。,,,,,phrase
phrase,phrase,legacyPhrases,109,Please find the attached file.,添付ファイルをご確認ください,メールで資料を送るときの定番表現です。ややフォーマルで、ビジネス文書にそのまま使えます。,,,,,phrase
phrase,phrase,legacyPhrases,110,Let me share the latest update.,最新の状況を共有します,会議やメールで進捗共有を始めるときに使いやすい一文です。update は「更新情報、進捗」の意味で便利です。,,,,,phrase
phrase,phrase,legacyPhrases,111,We are currently reviewing the proposal.,現在提案内容を確認中です,reviewing the proposal で「提案を検討している最中」と伝えられます。即答できないときに自然です。,,,,,phrase
phrase,phrase,legacyPhrases,112,Could you confirm your availability?,ご都合を確認させてください,availability は空き状況や対応可能時間を指します。会議設定や訪問日調整でよく使います。,,,,,phrase
phrase,phrase,legacyPhrases,113,I'll get back to you by tomorrow.,明日までにご連絡します,get back to you は「折り返し連絡する」という定番表現です。回答期限を添えるとより実務的です。,,,,,phrase
phrase,phrase,legacyPhrases,114,Please let me know if you have any questions.,ご不明点があればお知らせください,メールの締めとして非常に自然な表現です。相手に質問しやすい空気を作れます。,,,,,phrase
phrase,phrase,legacyPhrases,115,We need to adjust the schedule slightly.,スケジュールを少し調整する必要があります,大きな変更ではなく微調整だと伝えたいときに slightly が効きます。相手への負担感を和らげられます。,,,,,phrase
phrase,phrase,legacyPhrases,116,The meeting has been moved to Friday.,会議は金曜日に変更になりました,has been moved は日程変更を伝える受け身の定番表現です。会議、納期、予約などにも応用できます。,,,,,phrase
phrase,phrase,legacyPhrases,117,Could you send me the revised version?,修正版を送っていただけますか,revised version は修正済みの版を指します。資料や契約書のやり取りでよく出ます。,,,,,phrase
phrase,phrase,legacyPhrases,118,I'd appreciate your feedback.,ご意見をいただけると助かります,"I'd appreciate ... は丁寧な依頼表現です。feedback のほか input, advice などにも応用できます。",,,,,phrase
phrase,phrase,legacyPhrases,119,We're on track so far.,今のところ順調です,on track は「計画どおりに進んでいる」という意味の慣用表現です。進捗報告で使いやすいです。,,,,,phrase
phrase,phrase,legacyPhrases,120,We're slightly behind schedule.,少し予定より遅れています,behind schedule で「予定より遅れている」という意味です。slightly を入れると深刻さを調整できます。,,,,,phrase
phrase,phrase,legacyPhrases,121,I'd like to clarify one point.,一点確認したいことがあります,clarify は「明確にする」です。細部の認識違いを防ぐための切り出しとして便利です。,,,,,phrase
phrase,phrase,legacyPhrases,122,Let's align on the next steps.,次の進め方をそろえましょう,align on ... は「〜について認識を一致させる」というビジネス頻出表現です。,,,,,phrase
phrase,phrase,legacyPhrases,123,I'll take care of the follow-up.,フォローは私が対応します,take care of ... で「〜を引き受ける」という意味です。次のアクションを自分が持つときに便利です。,,,,,phrase
phrase,phrase,legacyPhrases,124,We need approval before moving forward.,先に承認が必要です,moving forward は「先へ進む」という意味で、承認待ちの状況説明によく使われます。,,,,,phrase
phrase,phrase,legacyPhrases,125,Please keep me posted.,進捗を共有してください,短く自然に「最新状況を知らせてほしい」と伝える表現です。メールでも口頭でも使いやすいです。,,,,,phrase
phrase,phrase,legacyPhrases,126,Could you review this by end of day?,今日中に確認していただけますか,by end of day は「本日中に」という意味で、レビュー期限をやわらかく示せます。,,,,,phrase
phrase,phrase,legacyPhrases,133,Where can I buy a train ticket?,電車の切符はどこで買えますか,buy a train ticket で切符購入をたずねる表現です。駅員や案内所でそのまま使いやすい質問です。,,,,,phrase
phrase,phrase,legacyPhrases,134,Which platform should I go to?,どのホームに行けばいいですか,platform は電車のホームを指します。should I go to の形で「行くべき場所」を自然に聞けます。,,,,,phrase
phrase,phrase,legacyPhrases,135,Does this train stop at the airport?,この電車は空港に止まりますか,stop at ... で「〜に停車する」という意味です。目的地に行く電車か確認するのに便利です。,,,,,phrase
phrase,phrase,legacyPhrases,136,How often does the bus come?,バスはどのくらいの間隔で来ますか,頻度や間隔を知りたいときの表現です。時刻表が読みにくいときにも使えます。,,,,,phrase
phrase,phrase,legacyPhrases,137,Could you tell me when to get off?,降りるときに教えてもらえますか,get off は乗り物を降りるという意味です。目的地が不安なときに運転手や近くの人へ頼めます。,,,,,phrase
phrase,phrase,legacyPhrases,138,Is this the right way to the museum?,博物館へはこの道で合っていますか,right way to ... は「〜へ行く正しい道」という意味です。地図を見ながら確認するときに便利です。,,,,,phrase
phrase,phrase,legacyPhrases,139,How far is it from here?,ここからどのくらい遠いですか,距離感をたずねる基本表現です。徒歩圏かどうかを判断したいときにも使えます。,,,,,phrase
phrase,phrase,legacyPhrases,140,Can I walk there?,歩いて行けますか,歩いて向かえる距離か確認したいときの表現です。タクシーやバスが必要かの判断にも役立ちます。,,,,,phrase
phrase,phrase,legacyPhrases,141,Could you point it out on the map?,地図で指してもらえますか,point out は「指し示す」という意味です。言葉だけだとわからないときに視覚的な説明をお願いできます。,,,,,phrase
phrase,phrase,legacyPhrases,142,I'm lost.,道に迷いました,短くはっきり助けを求められる表現です。困っていることがすぐ伝わるので旅行中に覚えておくと安心です。,,,,,phrase
phrase,phrase,legacyPhrases,143,Can you call a taxi for me?,タクシーを呼んでもらえますか,ホテルや店でタクシー手配を頼む定番表現です。for me を付けることで依頼が明確になります。,,,,,phrase
phrase,phrase,legacyPhrases,144,How much is the fare to downtown?,市内中心部までの料金はいくらですか,fare は乗り物の運賃を表します。タクシーやシャトルの目安を確認するのに役立ちます。,,,,,phrase
phrase,phrase,legacyPhrases,145,Please take me to this address.,この住所までお願いします,タクシー運転手に目的地を見せながら伝える実用表現です。紙やスマホ画面と一緒に使うと確実です。,,,,,phrase
phrase,phrase,legacyPhrases,146,I have a reservation for tonight.,今夜の予約があります,ホテルやレストランで予約を伝えるときに使う表現です。for tonight の部分は日付に変えて応用できます。,,,,,phrase
phrase,phrase,legacyPhrases,147,I'd like to check in.,チェックインしたいです,ホテル到着時の基本表現です。短くても十分伝わるので覚えておくと便利です。,,,,,phrase
phrase,phrase,legacyPhrases,148,Could I leave my luggage before check-in?,チェックイン前に荷物を預けられますか,到着が早いときによく使う表現です。leave my luggage で荷物を預ける意味になります。,,,,,phrase
phrase,phrase,legacyPhrases,149,What time is breakfast served?,朝食は何時からですか,ホテルで朝食時間を確認する定番表現です。served を使うと提供時間を自然に聞けます。,,,,,phrase
phrase,phrase,legacyPhrases,150,Could I get a room with a view?,景色のいい部屋にできますか,with a view で「眺めのある、景色のよい」という意味です。部屋の希望を丁寧に伝えられます。,,,,,phrase
phrase,phrase,legacyPhrases,151,The air conditioner isn't working.,エアコンが動いていません,設備トラブルを伝える実用表現です。working を使うと「正常に機能していない」ことが自然に伝わります。,,,,,phrase
phrase,phrase,legacyPhrases,152,I'd like to check out.,チェックアウトしたいです,ホテルを出るときの定番表現です。請求や荷物確認の流れに入るきっかけになります。,,,,,phrase
phrase,phrase,legacyPhrases,153,Do you have a table for two?,2人用の席はありますか,レストラン入店時の定番表現です。人数を変えるだけでそのまま応用できます。,,,,,phrase
phrase,phrase,legacyPhrases,154,What do you recommend here?,このお店のおすすめは何ですか,店員に人気メニューや看板料理を聞く自然な表現です。注文で迷ったときに非常に便利です。,,,,,phrase
phrase,phrase,legacyPhrases,155,I'd like this without onions.,これは玉ねぎ抜きでお願いします,without ... で「〜なしで」という意味です。苦手な食材やアレルギー対応でよく使います。,,,,,phrase
phrase,phrase,legacyPhrases,156,Can you make it less spicy?,辛さを控えめにできますか,less spicy で辛さを下げてもらう表現です。味の調整を頼むときにそのまま使えます。,,,,,phrase
phrase,phrase,legacyPhrases,157,"Could I get the bill, please?",お会計をお願いします,bill はレストランでの会計を指します。食事が終わったあとに店員へ自然に頼めます。,,,,,phrase
phrase,phrase,legacyPhrases,158,Can I pay separately?,別々に払えますか,友人や同僚と会計を分けたいときの表現です。旅行中の食事でよく使います。,,,,,phrase
phrase,phrase,legacyPhrases,159,I'm looking for a pharmacy.,薬局を探しています,薬局の場所を聞く前置きとして使える表現です。I’m looking for ... は探し物全般に応用できます。,,,,,phrase
phrase,phrase,legacyPhrases,160,Do you sell medicine for a headache?,頭痛薬はありますか,症状に合う薬を探すときの表現です。for a headache の部分を stomachache などに替えて使えます。,,,,,phrase
phrase,phrase,legacyPhrases,161,I need a doctor.,医者が必要です,体調不良やけがの際に、短く強く必要性を伝える表現です。緊急時に覚えておく価値があります。,,,,,phrase
phrase,phrase,legacyPhrases,162,I've lost my passport.,パスポートをなくしました,重要書類の紛失を伝える表現です。警察やホテル、空港でまず状況説明として使えます。,,,,,phrase
phrase,phrase,legacyPhrases,163,My bag has been stolen.,かばんを盗まれました,盗難被害を伝えるときの表現です。has been stolen の受け身で「盗まれた状態」をはっきり示せます。,,,,,phrase
phrase,phrase,legacyPhrases,164,Could you call the police?,警察を呼んでもらえますか,トラブル時に第三者へ助けを求める非常に実用的な表現です。call the police は緊急性が高い場面で使います。,,,,,phrase
phrase,phrase,legacyPhrases,165,Is there an ATM nearby?,近くにATMはありますか,現金が必要なときに場所を聞く基本表現です。nearby を使うと近くで探していることが伝わります。,,,,,phrase
phrase,phrase,legacyPhrases,166,Can I exchange money here?,ここで両替できますか,空港やホテルで両替可能か確認する表現です。exchange money で「お金を両替する」を表します。,,,,,phrase
phrase,phrase,legacyPhrases,167,What time does the museum open?,その博物館は何時に開きますか,"観光施設の営業時間を確認する表現です。museum を station, store, temple などに替えて応用できます。",,,,,phrase
phrase,phrase,legacyPhrases,168,Are there any tickets left for today?,今日のチケットはまだありますか,left はここでは「残っている」という意味です。当日券の有無をたずねるのに便利です。,,,,,phrase
phrase,phrase,legacyPhrases,169,Could you take our picture?,写真を撮ってもらえますか,観光地で人に撮影をお願いするときの定番表現です。our picture で自分たちの写真という意味になります。,,,,,phrase
